id,street_address,city,damage_score,magnitude,Homeowner,Phone,Status
8586,261 Scott Ave,Wichita Falls,21.51,3.0,Jason Gonzales,+13415159227,OUTREACH READY
8478,153 Scott Ave,Wichita Falls,21.46,3.0,Kristen Adams,+17167702093,OUTREACH READY
8453,128 Scott Ave,Wichita Falls,21.45,3.0,Rachel Chavez,+19468119607,OUTREACH READY
8780,254 Indiana Ave,Wichita Falls,21.44,3.0,Angela Wright,+12584202862,OUTREACH READY
8588,263 Scott Ave,Wichita Falls,21.42,3.0,Shaun Robbins,+15685199841,OUTREACH READY
8522,197 Scott Ave,Wichita Falls,21.4,3.0,Nancy Hamilton,+10870301025,OUTREACH READY
8736,210 Indiana Ave,Wichita Falls,21.34,3.0,Gabriel Patel,+15157020119,OUTREACH READY
8482,157 Scott Ave,Wichita Falls,21.33,3.0,Joseph Young,+11968236297,OUTREACH READY
8451,126 Scott Ave,Wichita Falls,21.31,3.0,Dr. Jennifer Wallace MD,+12607629439,OUTREACH READY
8476,151 Scott Ave,Wichita Falls,21.31,3.0,Jon Norris,+10441666055,OUTREACH READY
8431,106 Scott Ave,Wichita Falls,21.29,3.0,Rhonda Smith,+11682905087,OUTREACH READY
8590,265 Scott Ave,Wichita Falls,21.24,3.0,Laura Arnold,+12103788109,OUTREACH READY
8449,124 Scott Ave,Wichita Falls,21.17,3.0,Samantha Leon,+13146762157,OUTREACH READY
8778,252 Indiana Ave,Wichita Falls,21.12,3.0,Allen Murphy,+16905583864,OUTREACH READY
8474,149 Scott Ave,Wichita Falls,21.09,3.0,Kathryn Leon DVM,+18405838260,OUTREACH READY
8472,147 Scott Ave,Wichita Falls,21.03,3.0,Jorge Martin,+15912289587,OUTREACH READY
8668,142 Indiana Ave,Wichita Falls,21.01,3.0,Tracey Dunn,+19590267538,OUTREACH READY
8470,145 Scott Ave,Wichita Falls,20.99,3.0,Christine Richardson,+15944377514,OUTREACH READY
8445,120 Scott Ave,Wichita Falls,20.95,3.0,Brian Davis,+19821498886,OUTREACH READY
8447,122 Scott Ave,Wichita Falls,20.95,3.0,Stephanie Morris,+11869291615,OUTREACH READY
8592,267 Scott Ave,Wichita Falls,20.93,3.0,Keith Jones,+12230031831,OUTREACH READY
8802,276 Indiana Ave,Wichita Falls,20.9,3.0,Katherine Campbell,+13006184766,OUTREACH READY
8776,250 Indiana Ave,Wichita Falls,20.87,3.0,Carl Haas,+12714301859,OUTREACH READY
8815,289 Indiana Ave,Wichita Falls,20.85,3.0,Benjamin Meadows,+14072596365,OUTREACH READY
8525,200 Scott Ave,Wichita Falls,20.84,3.0,Daniel Armstrong,+12613247792,OUTREACH READY
8594,269 Scott Ave,Wichita Falls,20.76,3.0,Sarah Payne,+19673796956,OUTREACH READY
8728,202 Indiana Ave,Wichita Falls,20.74,3.0,David Coleman,+11833477036,OUTREACH READY
8804,278 Indiana Ave,Wichita Falls,20.66,3.0,Joyce Brown,+12367284016,OUTREACH READY
8443,118 Scott Ave,Wichita Falls,20.64,3.0,Mrs. Shelley Santana MD,+12408515397,OUTREACH READY
8774,248 Indiana Ave,Wichita Falls,20.63,3.0,Aaron Jones,+19200226967,OUTREACH READY
8817,291 Indiana Ave,Wichita Falls,20.6,3.0,Mark Watkins,+16365946950,OUTREACH READY
8441,116 Scott Ave,Wichita Falls,20.59,3.0,Brad Warren,+18483638306,OUTREACH READY
8520,195 Scott Ave,Wichita Falls,20.56,3.0,Brendan Martin Jr.,+13409953911,OUTREACH READY
8806,280 Indiana Ave,Wichita Falls,20.56,3.0,Grant Lawson,+12037128523,OUTREACH READY
8596,271 Scott Ave,Wichita Falls,20.54,3.0,Gloria Huffman,+13047394644,OUTREACH READY
8808,282 Indiana Ave,Wichita Falls,20.54,3.0,Mark Ortiz,+11905849654,OUTREACH READY
8484,159 Scott Ave,Wichita Falls,20.52,3.0,Susan Barnett,+14570577184,OUTREACH READY
8486,161 Scott Ave,Wichita Falls,20.52,3.0,Brandon Kim,+10141049882,OUTREACH READY
8772,246 Indiana Ave,Wichita Falls,20.49,3.0,Sarah Hawkins,+15572026060,OUTREACH READY
8810,284 Indiana Ave,Wichita Falls,20.49,3.0,Michele Mcdaniel,+10175676530,OUTREACH READY
8814,288 Indiana Ave,Wichita Falls,20.48,3.0,Jennifer Taylor,+13861269352,OUTREACH READY
8812,286 Indiana Ave,Wichita Falls,20.45,3.0,Amber Keller,+19107501609,OUTREACH READY
8439,114 Scott Ave,Wichita Falls,20.41,3.0,Raymond Delgado,+16345418468,OUTREACH READY
8598,273 Scott Ave,Wichita Falls,20.39,3.0,Arthur Mack,+16972774705,OUTREACH READY
8670,144 Indiana Ave,Wichita Falls,20.34,3.0,Tammy Anderson,+16377433978,OUTREACH READY
8770,244 Indiana Ave,Wichita Falls,20.3,3.0,Todd Boyer,+14323508350,OUTREACH READY
8816,290 Indiana Ave,Wichita Falls,20.28,3.0,Sara Spears,+11892674751,OUTREACH READY
8818,292 Indiana Ave,Wichita Falls,20.28,3.0,Christine Griffin,+10368427715,OUTREACH READY
8602,277 Scott Ave,Wichita Falls,20.22,3.0,Sara Martin,+17167513013,OUTREACH READY
8600,275 Scott Ave,Wichita Falls,20.21,3.0,Austin Francis,+11947016377,OUTREACH READY
8604,279 Scott Ave,Wichita Falls,20.11,3.0,Elaine Gutierrez,+15018878409,OUTREACH READY
8610,285 Scott Ave,Wichita Falls,20.11,3.0,Richard Roman,+12620339470,OUTREACH READY
8606,281 Scott Ave,Wichita Falls,20.1,3.0,Dalton Rodriguez,+17715729127,OUTREACH READY
8672,146 Indiana Ave,Wichita Falls,20.1,3.0,Robert Williams,+18186040376,OUTREACH READY
8608,283 Scott Ave,Wichita Falls,20.08,3.0,Jacqueline Newman,+12022526616,OUTREACH READY
8768,242 Indiana Ave,Wichita Falls,20.01,3.0,Nathan Johnson,+16490186458,OUTREACH READY
8614,289 Scott Ave,Wichita Falls,19.98,3.0,Timothy Gomez,+10834387823,OUTREACH READY
8433,108 Scott Ave,Wichita Falls,19.94,3.0,Lauren Smith,+18302883637,OUTREACH READY
8616,291 Scott Ave,Wichita Falls,19.9,3.0,Nicholas Parrish,+10312055637,OUTREACH READY
8624,299 Scott Ave,Wichita Falls,19.9,3.0,Alicia Salazar,+14955348663,OUTREACH READY
8612,287 Scott Ave,Wichita Falls,19.86,3.0,Bryan Cain,+16172486607,OUTREACH READY
8618,293 Scott Ave,Wichita Falls,19.86,3.0,Hannah Moses,+14263815576,OUTREACH READY
8622,297 Scott Ave,Wichita Falls,19.86,3.0,David Barnett,+13224159606,OUTREACH READY
8766,240 Indiana Ave,Wichita Falls,19.8,3.0,Jasmine Stone,+17580320934,OUTREACH READY
8620,295 Scott Ave,Wichita Falls,19.74,3.0,Jason Meyer,+14316481330,OUTREACH READY
8764,238 Indiana Ave,Wichita Falls,19.71,3.0,Robert Franklin,+11500075567,OUTREACH READY
8762,236 Indiana Ave,Wichita Falls,19.7,3.0,Mario Potter,+12939381374,OUTREACH READY
8674,148 Indiana Ave,Wichita Falls,19.62,3.0,Henry Carter MD,+19850620062,OUTREACH READY
8518,193 Scott Ave,Wichita Falls,19.59,3.0,Craig Gill,+13843268204,OUTREACH READY
8760,234 Indiana Ave,Wichita Falls,19.58,3.0,Allison Green,+10047419644,OUTREACH READY
8711,185 Indiana Ave,Wichita Falls,19.5,3.0,Jeffrey Walton,+13199816895,OUTREACH READY
8713,187 Indiana Ave,Wichita Falls,19.4,3.0,Randall Smith,+14931842828,OUTREACH READY
8715,189 Indiana Ave,Wichita Falls,19.37,3.0,Jacob Jones,+13416742036,OUTREACH READY
8676,150 Indiana Ave,Wichita Falls,19.32,3.0,Jacob Jordan,+14606737967,OUTREACH READY
8717,191 Indiana Ave,Wichita Falls,19.31,3.0,Roger Gonzalez,+12167864150,OUTREACH READY
8758,232 Indiana Ave,Wichita Falls,19.3,3.0,Erin Gordon,+16216798802,OUTREACH READY
8719,193 Indiana Ave,Wichita Falls,19.28,3.0,Alex Cameron,+13108941375,OUTREACH READY
8754,228 Indiana Ave,Wichita Falls,19.15,3.0,Denise Mcgee,+10057070402,OUTREACH READY
8756,230 Indiana Ave,Wichita Falls,19.15,3.0,Jody Wolfe,+16733432307,OUTREACH READY
8488,163 Scott Ave,Wichita Falls,19.14,3.0,Christina Jennings,+12846098520,OUTREACH READY
8678,152 Indiana Ave,Wichita Falls,19.14,3.0,Ashley Adkins,+15579125523,OUTREACH READY
8723,197 Indiana Ave,Wichita Falls,19.11,3.0,Mr. Jason Miller,+10529352758,OUTREACH READY
8516,191 Scott Ave,Wichita Falls,19.1,3.0,Gregory Holt,+16913775885,OUTREACH READY
8721,195 Indiana Ave,Wichita Falls,19.1,3.0,Valerie Mitchell,+14805084824,OUTREACH READY
8752,226 Indiana Ave,Wichita Falls,19.07,3.0,Leon Cummings,+13350368548,OUTREACH READY
8724,198 Indiana Ave,Wichita Falls,19.01,3.0,Rachel Aguilar MD,+17373071033,OUTREACH READY
8725,199 Indiana Ave,Wichita Falls,19.01,3.0,John Mullen,+13530865451,OUTREACH READY
8429,104 Scott Ave,Wichita Falls,19.0,3.0,Gregory Davis,+12666971739,OUTREACH READY
8750,224 Indiana Ave,Wichita Falls,18.96,3.0,Christina Evans,+15844107609,OUTREACH READY
8748,222 Indiana Ave,Wichita Falls,18.8,3.0,Sierra Moore,+14767949076,OUTREACH READY
8744,218 Indiana Ave,Wichita Falls,18.78,3.0,Benjamin Lozano,+14313475339,OUTREACH READY
8746,220 Indiana Ave,Wichita Falls,18.71,3.0,Brandi Benton,+14139175654,OUTREACH READY
8490,165 Scott Ave,Wichita Falls,18.43,3.0,Debbie Williams,+18336891664,OUTREACH READY
8496,171 Scott Ave,Wichita Falls,18.33,3.0,Melissa Daniels,+13014946323,OUTREACH READY
8498,173 Scott Ave,Wichita Falls,18.28,3.0,Rose Martinez,+10121019773,OUTREACH READY
8494,169 Scott Ave,Wichita Falls,18.17,3.0,Nicholas Foster,+11677049628,OUTREACH READY
8500,175 Scott Ave,Wichita Falls,18.17,3.0,Mr. Arthur Lopez,+12202808052,OUTREACH READY
8514,189 Scott Ave,Wichita Falls,18.0,3.0,Debra Lamb,+15115230609,OUTREACH READY
8502,177 Scott Ave,Wichita Falls,17.96,3.0,Jessica Ortega,+12067609630,OUTREACH READY
8492,167 Scott Ave,Wichita Falls,17.95,3.0,Kathleen Singleton,+18970756433,OUTREACH READY
8512,187 Scott Ave,Wichita Falls,17.6,3.0,Timothy Williamson,+11748210229,OUTREACH READY
8426,101 Scott Ave,Wichita Falls,17.41,3.0,Bryan Ramos,+10446222115,OUTREACH READY
8510,185 Scott Ave,Wichita Falls,17.35,3.0,Anna Martin,+16123866583,OUTREACH READY
8504,179 Scott Ave,Wichita Falls,17.14,3.0,David Houston,+16208833616,OUTREACH READY
8508,183 Scott Ave,Wichita Falls,17.09,3.0,Yolanda Chavez,+12670663105,OUTREACH READY
8425,100 Scott Ave,Wichita Falls,17.07,3.0,Ruth Glover,+10230000890,OUTREACH READY
8688,162 Indiana Ave,Wichita Falls,16.97,3.0,Andrew Andrews,+12116369043,OUTREACH READY
8506,181 Scott Ave,Wichita Falls,16.87,3.0,Frank Smith,+10127169096,OUTREACH READY
8430,105 Scott Ave,Wichita Falls,16.78,3.0,Jennifer Curtis,+12065443535,OUTREACH READY
8436,111 Scott Ave,Wichita Falls,16.77,3.0,Aaron Smith,+15943075216,OUTREACH READY
8432,107 Scott Ave,Wichita Falls,16.25,3.0,Maureen Perez,+11631348148,OUTREACH READY
8690,164 Indiana Ave,Wichita Falls,16.21,3.0,Kenneth Patel,+19014532743,OUTREACH READY
8692,166 Indiana Ave,Wichita Falls,15.39,3.0,Jennifer Parker,+10688857121,OUTREACH READY
8722,196 Indiana Ave,Wichita Falls,15.23,3.0,Zachary Gilbert,+16391217163,OUTREACH READY
8694,168 Indiana Ave,Wichita Falls,14.53,3.0,Jennifer Harrison,+17120088804,OUTREACH READY
8720,194 Indiana Ave,Wichita Falls,14.28,3.0,Jennifer Castro,+14397946594,OUTREACH READY
8718,192 Indiana Ave,Wichita Falls,13.6,3.0,Zachary Fox,+13178870567,OUTREACH READY
8696,170 Indiana Ave,Wichita Falls,13.41,3.0,Holly Lee,+11132239910,OUTREACH READY
8716,190 Indiana Ave,Wichita Falls,13.12,3.0,Lori Tran,+17427446025,OUTREACH READY
8698,172 Indiana Ave,Wichita Falls,12.72,3.0,Anthony Garcia,+13779750155,OUTREACH READY
8714,188 Indiana Ave,Wichita Falls,12.61,3.0,Linda Ortiz,+18448844012,OUTREACH READY
8708,182 Indiana Ave,Wichita Falls,12.27,3.0,Rickey Scott,+16885153873,OUTREACH READY
8706,180 Indiana Ave,Wichita Falls,12.16,3.0,Whitney Harper,+13780914641,OUTREACH READY
8712,186 Indiana Ave,Wichita Falls,12.16,3.0,Michael Garza,+11246042974,OUTREACH READY
8704,178 Indiana Ave,Wichita Falls,12.06,3.0,Donna Mcgee,+13286472881,OUTREACH READY
8710,184 Indiana Ave,Wichita Falls,12.05,3.0,Tammy Boyd,+10865176430,OUTREACH READY
8702,176 Indiana Ave,Wichita Falls,11.84,3.0,John Mayer,+17228221334,OUTREACH READY
8700,174 Indiana Ave,Wichita Falls,11.48,3.0,Ashley Mcdonald,+10710843048,OUTREACH READY
6983,"2646 , , Coahuila Port Jon TEXAS",TEXAS,10.92,2.99,Jennifer Graham,+12978196183,OUTREACH READY
6984,,TEXAS,9.35,2.89,Melissa Hanson,+19029480844,OUTREACH READY
6985,"5488 , , Coahuila North Meghan TEXAS",TEXAS,9.24,3.37,Anthony Watkins,+16572117489,OUTREACH READY
7044,125 N Travis St,Sherman,7.68,3.75,Nicole Gardner,+11776512545,OUTREACH READY
7046,127 N Travis St,Sherman,7.67,3.75,Stephanie Hamilton,+14319415859,OUTREACH READY
7062,143 N Travis St,Sherman,7.65,3.75,Brian Ellison,+13155882932,OUTREACH READY
7074,155 N Travis St,Sherman,7.65,3.75,Ashley Simmons,+14906892914,OUTREACH READY
7048,129 N Travis St,Sherman,7.64,3.75,Anthony Irwin,+15704675262,OUTREACH READY
7060,141 N Travis St,Sherman,7.63,3.75,William Alvarez,+16211051123,OUTREACH READY
7050,131 N Travis St,Sherman,7.61,3.75,Mary Cobb,+18405326270,OUTREACH READY
7064,145 N Travis St,Sherman,7.6,3.75,Julia Williams,+16951748265,OUTREACH READY
7072,153 N Travis St,Sherman,7.6,3.75,Jodi Arnold,+11513790673,OUTREACH READY
7082,163 N Travis St,Sherman,7.58,3.75,Janice Jones,+10066589835,OUTREACH READY
7080,161 N Travis St,Sherman,7.57,3.75,John Webster,+12983069919,OUTREACH READY
7076,157 N Travis St,Sherman,7.56,3.75,Shannon Spencer,+13560847824,OUTREACH READY
7056,137 N Travis St,Sherman,7.55,3.75,Brianna Welch,+13419263590,OUTREACH READY
7084,165 N Travis St,Sherman,7.55,3.75,Jonathan Price,+17397024102,OUTREACH READY
7058,139 N Travis St,Sherman,7.54,3.75,Susan Blake,+10691596768,OUTREACH READY
7078,159 N Travis St,Sherman,7.54,3.75,Michaela Johnson,+16859416946,OUTREACH READY
7052,133 N Travis St,Sherman,7.52,3.75,John Lopez,+19141060346,OUTREACH READY
7066,147 N Travis St,Sherman,7.52,3.75,Elizabeth Mosley,+12911262413,OUTREACH READY
7235,115 W Houston St,Sherman,7.49,3.75,Karen Gregory,+14417676850,OUTREACH READY
7029,110 N Travis St,Sherman,7.48,3.75,Elizabeth Jones,+16572528799,OUTREACH READY
7054,135 N Travis St,Sherman,7.48,3.75,Caitlyn Leach,+18027472645,OUTREACH READY
7070,151 N Travis St,Sherman,7.48,3.75,Theresa James,+17229500052,OUTREACH READY
7087,168 N Travis St,Sherman,7.48,3.75,Nichole Carlson,+10263303919,OUTREACH READY
7088,169 N Travis St,Sherman,7.48,3.75,Michelle Preston,+16472029067,OUTREACH READY
7059,140 N Travis St,Sherman,7.47,3.75,Toni Crane,+15792281952,OUTREACH READY
7222,102 W Houston St,Sherman,7.47,3.75,Sonia Howard,+15899302643,OUTREACH READY
7233,113 W Houston St,Sherman,7.47,3.75,James Jenkins DVM,+13845555738,OUTREACH READY
7086,167 N Travis St,Sherman,7.46,3.75,Katherine Vance,+13240778723,OUTREACH READY
7224,104 W Houston St,Sherman,7.45,3.75,Jesse Hernandez PhD,+11125246210,OUTREACH READY
7226,106 W Houston St,Sherman,7.45,3.75,Jack Potter,+13220872931,OUTREACH READY
7339,219 W Houston St,Sherman,7.45,3.75,Gina Rosales,+16003051569,OUTREACH READY
7068,149 N Travis St,Sherman,7.43,3.75,Laura Li,+18606138307,OUTREACH READY
7092,173 N Travis St,Sherman,7.41,3.75,Sophia Long,+17605303971,OUTREACH READY
7094,175 N Travis St,Sherman,7.41,3.75,Victoria Mueller,+16919666309,OUTREACH READY
7085,166 N Travis St,Sherman,7.39,3.75,Alexis Glenn,+13143850033,OUTREACH READY
7220,100 W Houston St,Sherman,7.39,3.75,Lisa Callahan,+18728198686,OUTREACH READY
7227,107 W Houston St,Sherman,7.39,3.75,Jacob Willis,+17377780870,OUTREACH READY
7083,164 N Travis St,Sherman,7.38,3.75,Joshua Ramirez,+15328661073,OUTREACH READY
7117,198 N Travis St,Sherman,7.38,3.75,Tracy Gonzales,+16112973577,OUTREACH READY
7118,199 N Travis St,Sherman,7.38,3.75,Marcus Merritt,+12625841252,OUTREACH READY
7120,201 N Travis St,Sherman,7.38,3.75,Dr. Kerry Brown,+15782005123,OUTREACH READY
7047,128 N Travis St,Sherman,7.36,3.75,William Walker,+12580970620,OUTREACH READY
7098,179 N Travis St,Sherman,7.36,3.75,Michele Lewis,+11460210790,OUTREACH READY
7114,195 N Travis St,Sherman,7.36,3.75,Margaret Fernandez,+17612326889,OUTREACH READY
7100,181 N Travis St,Sherman,7.35,3.75,Wesley Freeman,+16677957551,OUTREACH READY
7110,191 N Travis St,Sherman,7.35,3.75,Helen Dougherty,+14342004730,OUTREACH READY
7116,197 N Travis St,Sherman,7.35,3.75,Jackson Clark,+15449951404,OUTREACH READY
7104,185 N Travis St,Sherman,7.34,3.75,John Foster,+15928018439,OUTREACH READY
7112,193 N Travis St,Sherman,7.34,3.75,Daniel Carter,+11738420769,OUTREACH READY
7090,171 N Travis St,Sherman,7.33,3.75,Brenda Palmer,+15920616313,OUTREACH READY
7102,183 N Travis St,Sherman,7.33,3.75,Bradley Wright,+10427730229,OUTREACH READY
7108,189 N Travis St,Sherman,7.33,3.75,Dr. Philip Hurley,+14329158740,OUTREACH READY
7096,177 N Travis St,Sherman,7.31,3.75,Billy Burnett,+12606362497,OUTREACH READY
7061,142 N Travis St,Sherman,7.3,3.75,Shelly Smith,+18486157304,OUTREACH READY
7081,162 N Travis St,Sherman,7.3,3.75,Stephen Klein,+19132931257,OUTREACH READY
7106,187 N Travis St,Sherman,7.3,3.75,Courtney Hughes,+16916322351,OUTREACH READY
7228,108 W Houston St,Sherman,7.3,3.75,Cody Love,+17506937745,OUTREACH READY
7039,120 N Travis St,Sherman,7.29,3.75,David Barr,+16445139415,OUTREACH READY
7041,122 N Travis St,Sherman,7.29,3.75,James Thomas,+15836759130,OUTREACH READY
7225,105 W Houston St,Sherman,7.27,3.75,Wesley Taylor,+14614428224,OUTREACH READY
7231,111 W Houston St,Sherman,7.26,3.75,Kenneth Carpenter,+19536024238,OUTREACH READY
7232,112 W Houston St,Sherman,7.26,3.75,Thomas Smith,+17907826533,OUTREACH READY
7033,114 N Travis St,Sherman,7.25,3.75,Robert Cain,+10629140130,OUTREACH READY
7037,118 N Travis St,Sherman,7.24,3.75,Jennifer Miller,+18022069289,OUTREACH READY
7045,126 N Travis St,Sherman,7.24,3.75,Rebecca Collins,+10628674485,OUTREACH READY
7065,146 N Travis St,Sherman,7.24,3.75,Morgan Nash,+12398222355,OUTREACH READY
7063,144 N Travis St,Sherman,7.23,3.75,Sara Walter,+14486872881,OUTREACH READY
7122,203 N Travis St,Sherman,7.23,3.75,Alexis Rice,+10734774485,OUTREACH READY
7067,148 N Travis St,Sherman,7.22,3.75,Jacqueline Hernandez,+18158731721,OUTREACH READY
7234,114 W Houston St,Sherman,7.22,3.75,David Brooks,+11152773465,OUTREACH READY
7243,123 W Houston St,Sherman,7.22,3.75,Ashley Gibson,+12084636826,OUTREACH READY
7055,136 N Travis St,Sherman,7.21,3.75,Bridget Jenkins,+18314758986,OUTREACH READY
7079,160 N Travis St,Sherman,7.21,3.75,Victor Torres,+17354335976,OUTREACH READY
7230,110 W Houston St,Sherman,7.19,3.75,Adam Bruce,+10767848186,OUTREACH READY
7057,138 N Travis St,Sherman,7.17,3.75,Jennifer Olson,+14473959933,OUTREACH READY
7123,204 N Travis St,Sherman,7.17,3.75,Matthew Jackson,+11459189162,OUTREACH READY
7049,130 N Travis St,Sherman,7.15,3.75,Kimberly Taylor,+15912547200,OUTREACH READY
7069,150 N Travis St,Sherman,7.15,3.75,Connie Daniels,+13906973015,OUTREACH READY
7077,158 N Travis St,Sherman,7.15,3.75,Brett Weber,+11369451093,OUTREACH READY
7229,109 W Houston St,Sherman,7.15,3.75,Chase Valdez,+10625744089,OUTREACH READY
7043,124 N Travis St,Sherman,7.14,3.75,Ricardo Watson,+12062461793,OUTREACH READY
7115,196 N Travis St,Sherman,7.14,3.75,William Sexton,+15671034680,OUTREACH READY
7053,134 N Travis St,Sherman,7.13,3.75,Casey Blake,+15278388774,OUTREACH READY
7341,221 W Houston St,Sherman,7.13,3.75,Jennifer Wilson,+11048257114,OUTREACH READY
7124,205 N Travis St,Sherman,7.12,3.75,Zachary Patton,+11497148163,OUTREACH READY
7236,116 W Houston St,Sherman,7.12,3.75,Marissa Wagner,+18264820677,OUTREACH READY
7027,108 N Travis St,Sherman,7.1,3.75,Jason Jackson,+10725637640,OUTREACH READY
7035,116 N Travis St,Sherman,7.1,3.75,Devin Newton,+19530797379,OUTREACH READY
7103,184 N Travis St,Sherman,7.1,3.75,Michelle Aguirre,+14237850322,OUTREACH READY
7105,186 N Travis St,Sherman,7.1,3.75,Shelby Martin,+15091951702,OUTREACH READY
7113,194 N Travis St,Sherman,7.1,3.75,Kenneth Dorsey,+18658041570,OUTREACH READY
7241,121 W Houston St,Sherman,7.1,3.75,Jacob Mullen,+12335795856,OUTREACH READY
7287,167 W Houston St,Sherman,7.1,3.75,Nicholas George,+18836933653,OUTREACH READY
7051,132 N Travis St,Sherman,7.09,3.75,Dr. Curtis Avila DDS,+17342820916,OUTREACH READY
7073,154 N Travis St,Sherman,7.09,3.75,Kim Phillips,+15404341648,OUTREACH READY
7075,156 N Travis St,Sherman,7.09,3.75,Caitlin Brown,+10856715513,OUTREACH READY
7285,165 W Houston St,Sherman,7.09,3.75,Ashley Becker,+14478635639,OUTREACH READY
7289,169 W Houston St,Sherman,7.09,3.75,Jennifer Romero,+14303623082,OUTREACH READY
7071,152 N Travis St,Sherman,7.08,3.75,William Reed,+12331739012,OUTREACH READY
7299,179 W Houston St,Sherman,7.08,3.75,Matthew Green,+11827694653,OUTREACH READY
7309,189 W Houston St,Sherman,7.08,3.75,Anthony Hart,+12871745227,OUTREACH READY
7132,213 N Travis St,Sherman,7.07,3.75,James Hines,+16402235371,OUTREACH READY
7244,124 W Houston St,Sherman,7.07,3.75,Charles Nguyen,+12189325675,OUTREACH READY
7317,197 W Houston St,Sherman,7.07,3.75,Mr. Charles Wagner,+15604727209,OUTREACH READY
7319,199 W Houston St,Sherman,7.07,3.75,Richard Wallace,+17254324064,OUTREACH READY
7281,161 W Houston St,Sherman,7.06,3.75,Karen Bennett,+15757222327,OUTREACH READY
7307,187 W Houston St,Sherman,7.06,3.75,Michael Moore,+10777016342,OUTREACH READY
7242,122 W Houston St,Sherman,7.05,3.75,John Miller,+18554837838,OUTREACH READY
7245,125 W Houston St,Sherman,7.05,3.75,Eric Ayala,+13366833734,OUTREACH READY
7283,163 W Houston St,Sherman,7.05,3.75,Melinda Cameron,+11449266126,OUTREACH READY
7301,181 W Houston St,Sherman,7.05,3.75,Renee Watson,+12405910773,OUTREACH READY
7313,193 W Houston St,Sherman,7.05,3.75,Antonio Rodriguez,+11030388210,OUTREACH READY
7345,225 W Houston St,Sherman,7.05,3.75,Erica Rush,+10140247948,OUTREACH READY
7257,137 W Houston St,Sherman,7.04,3.75,Elizabeth Calderon,+11404669658,OUTREACH READY
7259,139 W Houston St,Sherman,7.04,3.75,Matthew Turner,+12038981211,OUTREACH READY
7297,177 W Houston St,Sherman,7.04,3.75,Larry Salazar,+18141636526,OUTREACH READY
7306,186 W Houston St,Sherman,7.04,3.75,Jennifer Richardson,+15621632391,OUTREACH READY
7310,190 W Houston St,Sherman,7.04,3.75,Jennifer Walker,+14031203164,OUTREACH READY
7265,145 W Houston St,Sherman,7.03,3.75,Nicole Cummings,+10659437318,OUTREACH READY
7267,147 W Houston St,Sherman,7.03,3.75,Michael Henderson,+11728652127,OUTREACH READY
7269,149 W Houston St,Sherman,7.03,3.75,Lisa Ramsey,+11896047398,OUTREACH READY
7279,159 W Houston St,Sherman,7.03,3.75,Blake Gutierrez,+15123118891,OUTREACH READY
7308,188 W Houston St,Sherman,7.03,3.75,Carl Frazier,+18476600516,OUTREACH READY
7125,206 N Travis St,Sherman,7.02,3.75,Kevin Cain,+19394154771,OUTREACH READY
7263,143 W Houston St,Sherman,7.02,3.75,Brenda Lopez,+10703615500,OUTREACH READY
7277,157 W Houston St,Sherman,7.02,3.75,Faith Murphy,+13185146600,OUTREACH READY
7295,175 W Houston St,Sherman,7.02,3.75,Maria Gonzalez,+11575506017,OUTREACH READY
7303,183 W Houston St,Sherman,7.02,3.75,Dr. Jacob Carney,+19290819628,OUTREACH READY
7315,195 W Houston St,Sherman,7.02,3.75,Todd Caldwell,+12145369217,OUTREACH READY
7271,151 W Houston St,Sherman,7.01,3.75,Michael Harvey,+11591231266,OUTREACH READY
7237,117 W Houston St,Sherman,7.0,3.75,Ashley Jones,+19360678814,OUTREACH READY
7275,155 W Houston St,Sherman,7.0,3.75,Michael Moreno,+15602669831,OUTREACH READY
7293,173 W Houston St,Sherman,7.0,3.75,Nicole Harris,+11534651122,OUTREACH READY
7305,185 W Houston St,Sherman,7.0,3.75,Meagan Dixon,+14266690604,OUTREACH READY
7031,112 N Travis St,Sherman,6.99,3.75,Jennifer Gardner,+11340742591,OUTREACH READY
7240,120 W Houston St,Sherman,6.99,3.75,Ruth Moore,+13121672251,OUTREACH READY
7261,141 W Houston St,Sherman,6.99,3.75,Peggy Castillo,+12039918179,OUTREACH READY
7291,171 W Houston St,Sherman,6.99,3.75,Melinda Johnson,+16898247206,OUTREACH READY
7135,216 N Travis St,Sherman,6.98,3.75,Katherine Lin,+12386432534,OUTREACH READY
7128,209 N Travis St,Sherman,6.97,3.75,Jessica Martinez,+10542385095,OUTREACH READY
7249,129 W Houston St,Sherman,6.97,3.75,Victor Silva,+10008837557,OUTREACH READY
7311,191 W Houston St,Sherman,6.97,3.75,Sarah Wang,+18981836197,OUTREACH READY
7347,227 W Houston St,Sherman,6.97,3.75,Bradley Miles,+13381375157,OUTREACH READY
7133,214 N Travis St,Sherman,6.96,3.75,Christine Bullock,+11761584450,OUTREACH READY
7134,215 N Travis St,Sherman,6.96,3.75,Steven Romero,+13483144756,OUTREACH READY
7255,135 W Houston St,Sherman,6.96,3.75,April Thomas,+17047349399,OUTREACH READY
7273,153 W Houston St,Sherman,6.96,3.75,Mr. Andrew Ingram,+11136151754,OUTREACH READY
7126,207 N Travis St,Sherman,6.95,3.75,Mrs. Vicki Saunders,+10614640063,OUTREACH READY
7139,220 N Travis St,Sherman,6.95,3.75,Brandy Vargas,+17961596558,OUTREACH READY
7247,127 W Houston St,Sherman,6.95,3.75,Brian Thomas,+17823208953,OUTREACH READY
