id,city,street_address,zip_code,phone_number,damage_score,event_date
7383,Sherman,"263 W Houston St",75090,+11411892427,6.59,2026-04-25
7384,Sherman,"264 W Houston St",75090,+19897607787,6.35,2026-04-25
7385,Sherman,"265 W Houston St",75090,+19837220731,6.59,2026-04-25
7386,Sherman,"266 W Houston St",75090,+15369584844,6.43,2026-04-25
7387,Sherman,"267 W Houston St",75090,+11782708280,6.62,2026-04-25
7388,Sherman,"268 W Houston St",75090,+16911347459,6.38,2026-04-25
7389,Sherman,"269 W Houston St",75090,+16294635999,6.64,2026-04-25
7390,Sherman,"270 W Houston St",75090,+16826301243,6.45,2026-04-25
7391,Sherman,"271 W Houston St",75090,+19688689558,6.63,2026-04-25
7392,Sherman,"272 W Houston St",75090,+17555843659,6.35,2026-04-25
7393,Sherman,"273 W Houston St",75090,+19249117265,6.59,2026-04-25
7394,Sherman,"274 W Houston St",75090,+16510862759,6.33,2026-04-25
7395,Sherman,"275 W Houston St",75090,+12282066910,6.58,2026-04-25
7396,Sherman,"276 W Houston St",75090,+15124466243,6.31,2026-04-25
7397,Sherman,"277 W Houston St",75090,+15106097358,6.6,2026-04-25
7398,Sherman,"278 W Houston St",75090,+12304545188,6.33,2026-04-25
7399,Sherman,"279 W Houston St",75090,+12420003141,6.56,2026-04-25
7400,Sherman,"280 W Houston St",75090,+16282186336,6.31,2026-04-25
7401,Sherman,"281 W Houston St",75090,+11277138326,6.51,2026-04-25
7402,Sherman,"282 W Houston St",75090,+10931130767,6.37,2026-04-25
7403,Sherman,"283 W Houston St",75090,+13987398421,6.52,2026-04-25
7404,Sherman,"284 W Houston St",75090,+12615203151,6.42,2026-04-25
7405,Sherman,"285 W Houston St",75090,+10968598801,6.53,2026-04-25
7406,Sherman,"286 W Houston St",75090,+14470505218,6.42,2026-04-25
7407,Sherman,"287 W Houston St",75090,+17358691876,6.52,2026-04-25
7408,Sherman,"288 W Houston St",75090,+11393830627,6.66,2026-04-25
7409,Sherman,"289 W Houston St",75090,+17008993078,6.52,2026-04-25
7410,Sherman,"290 W Houston St",75090,+10211986400,6.48,2026-04-25
7411,Sherman,"291 W Houston St",75090,+18497473601,6.59,2026-04-25
7412,Sherman,"292 W Houston St",75090,+13621440777,6.63,2026-04-25
7413,Sherman,"293 W Houston St",75090,+16491272056,6.6,2026-04-25
7414,Sherman,"294 W Houston St",75090,+11097043739,6.52,2026-04-25
7415,Sherman,"295 W Houston St",75090,+16115436787,6.71,2026-04-25
7416,Sherman,"296 W Houston St",75090,+12882692707,6.37,2026-04-25
7417,Sherman,"297 W Houston St",75090,+17140100216,6.62,2026-04-25
7418,Sherman,"298 W Houston St",75090,+15327639209,6.28,2026-04-25
7419,Sherman,"299 W Houston St",75090,+17842133354,6.61,2026-04-25
7420,Sherman,"300 W Houston St",75090,+10896924777,6.28,2026-04-25
7421,Sherman,"100 N Grand Ave",75090,+11780627365,6.03,2026-04-25
7422,Sherman,"101 N Grand Ave",75090,+10351765011,5.86,2026-04-25
7423,Sherman,"102 N Grand Ave",75090,+18818260189,5.61,2026-04-25
7424,Sherman,"103 N Grand Ave",75090,+15556966429,6.19,2026-04-25
7425,Sherman,"104 N Grand Ave",75090,+19430326188,5.66,2026-04-25
7426,Sherman,"105 N Grand Ave",75090,+17982412020,5.95,2026-04-25
7427,Sherman,"106 N Grand Ave",75090,+16637732010,5.66,2026-04-25
7428,Sherman,"107 N Grand Ave",75090,+12136566719,5.74,2026-04-25
7429,Sherman,"108 N Grand Ave",75090,+10624559684,5.79,2026-04-25
7430,Sherman,"109 N Grand Ave",75090,+10979282989,5.54,2026-04-25
7431,Sherman,"110 N Grand Ave",75090,+15076332019,5.93,2026-04-25
7432,Sherman,"111 N Grand Ave",75090,+15190814814,5.68,2026-04-25
7433,Sherman,"112 N Grand Ave",75090,+15912280489,5.71,2026-04-25
7434,Sherman,"113 N Grand Ave",75090,+10201901679,5.59,2026-04-25
7435,Sherman,"114 N Grand Ave",75090,+10893981680,5.84,2026-04-25
7436,Sherman,"115 N Grand Ave",75090,+13780810348,5.35,2026-04-25
7437,Sherman,"116 N Grand Ave",75090,+14699679443,5.89,2026-04-25
7438,Sherman,"117 N Grand Ave",75090,+18571064690,5.5,2026-04-25
7439,Sherman,"118 N Grand Ave",75090,+13786828861,6.21,2026-04-25
7440,Sherman,"119 N Grand Ave",75090,+18115173335,5.55,2026-04-25
7441,Sherman,"120 N Grand Ave",75090,+17340070695,5.98,2026-04-25
7442,Sherman,"121 N Grand Ave",75090,+12972152070,5.59,2026-04-25
7443,Sherman,"122 N Grand Ave",75090,+19880034324,5.92,2026-04-25
7444,Sherman,"123 N Grand Ave",75090,+12645996020,5.5,2026-04-25
7445,Sherman,"124 N Grand Ave",75090,+14006559361,5.91,2026-04-25
7446,Sherman,"125 N Grand Ave",75090,+16424322553,5.59,2026-04-25
7447,Sherman,"126 N Grand Ave",75090,+15651916000,5.93,2026-04-25
7448,Sherman,"127 N Grand Ave",75090,+18936488592,5.61,2026-04-25
7449,Sherman,"128 N Grand Ave",75090,+13069194502,5.94,2026-04-25
7450,Sherman,"129 N Grand Ave",75090,+11663701384,5.6,2026-04-25
7451,Sherman,"130 N Grand Ave",75090,+15416459870,5.89,2026-04-25
7452,Sherman,"131 N Grand Ave",75090,+11815099621,5.72,2026-04-25
7453,Sherman,"132 N Grand Ave",75090,+11023919975,5.87,2026-04-25
7454,Sherman,"133 N Grand Ave",75090,+19590672504,5.81,2026-04-25
7455,Sherman,"134 N Grand Ave",75090,+19764406979,5.85,2026-04-25
7456,Sherman,"135 N Grand Ave",75090,+13288673731,5.79,2026-04-25
7457,Sherman,"136 N Grand Ave",75090,+13459937731,5.86,2026-04-25
7458,Sherman,"137 N Grand Ave",75090,+12779480322,5.81,2026-04-25
7459,Sherman,"138 N Grand Ave",75090,+16707370362,5.91,2026-04-25
7460,Sherman,"139 N Grand Ave",75090,+12871350997,5.81,2026-04-25
7461,Sherman,"140 N Grand Ave",75090,+11330235981,5.96,2026-04-25
7462,Sherman,"141 N Grand Ave",75090,+11718370447,5.79,2026-04-25
7463,Sherman,"142 N Grand Ave",75090,+17963258112,5.93,2026-04-25
7464,Sherman,"143 N Grand Ave",75090,+12542718349,5.78,2026-04-25
7465,Sherman,"144 N Grand Ave",75090,+19250593682,5.93,2026-04-25
7466,Sherman,"145 N Grand Ave",75090,+15274772230,5.89,2026-04-25
7467,Sherman,"146 N Grand Ave",75090,+10092030101,5.96,2026-04-25
7468,Sherman,"147 N Grand Ave",75090,+14633401821,5.81,2026-04-25
7469,Sherman,"148 N Grand Ave",75090,+10490752367,5.96,2026-04-25
7470,Sherman,"149 N Grand Ave",75090,+12313567207,5.84,2026-04-25
7471,Sherman,"150 N Grand Ave",75090,+14258836787,6.0,2026-04-25
7472,Sherman,"151 N Grand Ave",75090,+11091945478,5.93,2026-04-25
7473,Sherman,"152 N Grand Ave",75090,+10101806452,6.05,2026-04-25
7474,Sherman,"153 N Grand Ave",75090,+19820603901,5.98,2026-04-25
7475,Sherman,"154 N Grand Ave",75090,+18069203522,6.05,2026-04-25
7476,Sherman,"155 N Grand Ave",75090,+11751951435,6.02,2026-04-25
7477,Sherman,"156 N Grand Ave",75090,+10519491860,5.99,2026-04-25
7478,Sherman,"157 N Grand Ave",75090,+11062227403,6.05,2026-04-25
7479,Sherman,"158 N Grand Ave",75090,+16394554353,6.05,2026-04-25
7480,Sherman,"159 N Grand Ave",75090,+10943169002,6.01,2026-04-25
7481,Sherman,"160 N Grand Ave",75090,+15507369292,6.0,2026-04-25
7482,Sherman,"161 N Grand Ave",75090,+19532973542,6.04,2026-04-25
7483,Sherman,"162 N Grand Ave",75090,+13688446420,6.01,2026-04-25
7484,Sherman,"163 N Grand Ave",75090,+18062038019,6.04,2026-04-25
7485,Sherman,"164 N Grand Ave",75090,+10350909944,5.88,2026-04-25
7486,Sherman,"165 N Grand Ave",75090,+14790584577,6.01,2026-04-25
7487,Sherman,"166 N Grand Ave",75090,+14047616490,5.87,2026-04-25
7488,Sherman,"167 N Grand Ave",75090,+14170501351,5.98,2026-04-25
7489,Sherman,"168 N Grand Ave",75090,+18460877582,5.99,2026-04-25
7490,Sherman,"169 N Grand Ave",75090,+15782108203,5.93,2026-04-25
7491,Sherman,"170 N Grand Ave",75090,+18270062183,5.98,2026-04-25
7492,Sherman,"171 N Grand Ave",75090,+15396200655,5.92,2026-04-25
7493,Sherman,"172 N Grand Ave",75090,+16076239143,6.0,2026-04-25
7494,Sherman,"173 N Grand Ave",75090,+14156718697,5.9,2026-04-25
7495,Sherman,"174 N Grand Ave",75090,+14358980343,6.03,2026-04-25
7496,Sherman,"175 N Grand Ave",75090,+11559612486,5.94,2026-04-25
7497,Sherman,"176 N Grand Ave",75090,+10154977855,5.94,2026-04-25
7498,Sherman,"177 N Grand Ave",75090,+17930526570,6.02,2026-04-25
7499,Sherman,"178 N Grand Ave",75090,+15904714985,5.97,2026-04-25
7500,Sherman,"179 N Grand Ave",75090,+13125822983,6.01,2026-04-25
7501,Sherman,"180 N Grand Ave",75090,+18209307808,6.18,2026-04-25
7502,Sherman,"181 N Grand Ave",75090,+11740173767,6.04,2026-04-25
7503,Sherman,"182 N Grand Ave",75090,+10553670045,6.14,2026-04-25
7504,Sherman,"183 N Grand Ave",75090,+16851363572,6.07,2026-04-25
7505,Sherman,"184 N Grand Ave",75090,+18635084704,6.15,2026-04-25
7506,Sherman,"185 N Grand Ave",75090,+15930399044,6.07,2026-04-25
7507,Sherman,"186 N Grand Ave",75090,+15749472500,6.03,2026-04-25
7508,Sherman,"187 N Grand Ave",75090,+14971476620,6.07,2026-04-25
7509,Sherman,"188 N Grand Ave",75090,+19327330006,5.94,2026-04-25
7510,Sherman,"189 N Grand Ave",75090,+17272234725,6.08,2026-04-25
7511,Sherman,"190 N Grand Ave",75090,+15953306902,5.87,2026-04-25
7512,Sherman,"191 N Grand Ave",75090,+16461840484,6.04,2026-04-25
7513,Sherman,"192 N Grand Ave",75090,+12589807601,5.94,2026-04-25
7514,Sherman,"193 N Grand Ave",75090,+15959761933,6.0,2026-04-25
7515,Sherman,"194 N Grand Ave",75090,+10149510229,6.05,2026-04-25
7516,Sherman,"195 N Grand Ave",75090,+14023932041,6.03,2026-04-25
7517,Sherman,"196 N Grand Ave",75090,+12625548535,6.0,2026-04-25
7518,Sherman,"197 N Grand Ave",75090,+17309989002,6.07,2026-04-25
7519,Sherman,"198 N Grand Ave",75090,+12705244440,6.0,2026-04-25
7520,Sherman,"199 N Grand Ave",75090,+10108246226,6.06,2026-04-25
7521,Sherman,"200 N Grand Ave",75090,+18459450652,6.06,2026-04-25
7522,Sherman,"201 N Grand Ave",75090,+16042875049,6.06,2026-04-25
7523,Sherman,"202 N Grand Ave",75090,+17091948007,5.66,2026-04-25
7524,Sherman,"203 N Grand Ave",75090,+11022446499,5.93,2026-04-25
7525,Sherman,"204 N Grand Ave",75090,+16334213139,5.61,2026-04-25
7526,Sherman,"205 N Grand Ave",75090,+10942516794,6.02,2026-04-25
7527,Sherman,"206 N Grand Ave",75090,+12662594015,5.53,2026-04-25
7528,Sherman,"207 N Grand Ave",75090,+15787593886,6.08,2026-04-25
7529,Sherman,"208 N Grand Ave",75090,+10161204008,5.62,2026-04-25
7530,Sherman,"209 N Grand Ave",75090,+15913921442,6.04,2026-04-25
7531,Sherman,"210 N Grand Ave",75090,+17817292447,5.41,2026-04-25
7532,Sherman,"211 N Grand Ave",75090,+15022914217,5.71,2026-04-25
7533,Sherman,"212 N Grand Ave",75090,+17643695313,5.52,2026-04-25
7534,Sherman,"213 N Grand Ave",75090,+12617551689,5.71,2026-04-25
7535,Sherman,"214 N Grand Ave",75090,+15926452880,5.52,2026-04-25
7536,Sherman,"215 N Grand Ave",75090,+11346147864,6.17,2026-04-25
7537,Sherman,"216 N Grand Ave",75090,+15451253256,5.94,2026-04-25
7538,Sherman,"217 N Grand Ave",75090,+14960943424,6.25,2026-04-25
7539,Sherman,"218 N Grand Ave",75090,+16168151978,5.85,2026-04-25
7540,Sherman,"219 N Grand Ave",75090,+18126143159,5.9,2026-04-25
7541,Sherman,"220 N Grand Ave",75090,+17704866613,5.85,2026-04-25
7542,Sherman,"221 N Grand Ave",75090,+15610664343,5.87,2026-04-25
7543,Sherman,"222 N Grand Ave",75090,+19542483899,5.82,2026-04-25
7544,Sherman,"223 N Grand Ave",75090,+12778744602,5.77,2026-04-25
7545,Sherman,"224 N Grand Ave",75090,+14538622637,5.83,2026-04-25
7546,Sherman,"225 N Grand Ave",75090,+16205733190,5.71,2026-04-25
7547,Sherman,"226 N Grand Ave",75090,+11567163896,5.88,2026-04-25
7548,Sherman,"227 N Grand Ave",75090,+18216218689,5.67,2026-04-25
7549,Sherman,"228 N Grand Ave",75090,+15958015496,5.9,2026-04-25
7550,Sherman,"229 N Grand Ave",75090,+10962205080,5.66,2026-04-25
7551,Sherman,"230 N Grand Ave",75090,+11575796971,5.84,2026-04-25
7552,Sherman,"231 N Grand Ave",75090,+13591074437,5.62,2026-04-25
7553,Sherman,"232 N Grand Ave",75090,+12633446433,5.79,2026-04-25
7554,Sherman,"233 N Grand Ave",75090,+18976146267,5.65,2026-04-25
7555,Sherman,"234 N Grand Ave",75090,+17524572382,5.92,2026-04-25
7556,Sherman,"235 N Grand Ave",75090,+17995899798,5.68,2026-04-25
7557,Sherman,"236 N Grand Ave",75090,+19316615370,5.87,2026-04-25
7558,Sherman,"237 N Grand Ave",75090,+13696291036,5.67,2026-04-25
7559,Sherman,"238 N Grand Ave",75090,+18062040734,5.86,2026-04-25
7560,Sherman,"239 N Grand Ave",75090,+16177334259,5.71,2026-04-25
7561,Sherman,"240 N Grand Ave",75090,+16186427420,5.83,2026-04-25
7562,Sherman,"241 N Grand Ave",75090,+12708670634,5.75,2026-04-25
7563,Sherman,"242 N Grand Ave",75090,+13260010244,5.78,2026-04-25
7564,Sherman,"243 N Grand Ave",75090,+12075332644,5.76,2026-04-25
7565,Sherman,"244 N Grand Ave",75090,+15591202909,5.83,2026-04-25
7566,Sherman,"245 N Grand Ave",75090,+16541531126,5.77,2026-04-25
7567,Sherman,"246 N Grand Ave",75090,+12979892864,5.83,2026-04-25
7568,Sherman,"247 N Grand Ave",75090,+18481219106,5.71,2026-04-25
7569,Sherman,"248 N Grand Ave",75090,+14296435223,5.81,2026-04-25
7570,Sherman,"249 N Grand Ave",75090,+15079872624,5.68,2026-04-25
7571,Sherman,"250 N Grand Ave",75090,+19298804841,5.83,2026-04-25
7572,Sherman,"251 N Grand Ave",75090,+17821933112,5.67,2026-04-25
7573,Sherman,"252 N Grand Ave",75090,+15372016658,5.87,2026-04-25
7574,Sherman,"253 N Grand Ave",75090,+18650344700,5.68,2026-04-25
7575,Sherman,"254 N Grand Ave",75090,+13011379854,5.91,2026-04-25
7576,Sherman,"255 N Grand Ave",75090,+10143319986,5.7,2026-04-25
7577,Sherman,"256 N Grand Ave",75090,+15063260988,5.91,2026-04-25
7578,Sherman,"257 N Grand Ave",75090,+19983356257,5.58,2026-04-25
7579,Sherman,"258 N Grand Ave",75090,+14528511939,5.89,2026-04-25
7580,Sherman,"259 N Grand Ave",75090,+13993762203,5.58,2026-04-25
7581,Sherman,"260 N Grand Ave",75090,+18379643938,5.92,2026-04-25
7582,Sherman,"261 N Grand Ave",75090,+12542608914,5.61,2026-04-25
7583,Sherman,"262 N Grand Ave",75090,+17856749128,5.91,2026-04-25
7584,Sherman,"263 N Grand Ave",75090,+11771409615,5.67,2026-04-25
7585,Sherman,"264 N Grand Ave",75090,+16514207333,5.84,2026-04-25
7586,Sherman,"265 N Grand Ave",75090,+15929681809,5.58,2026-04-25
7587,Sherman,"266 N Grand Ave",75090,+12930626873,5.91,2026-04-25
7588,Sherman,"267 N Grand Ave",75090,+12266812334,5.54,2026-04-25
7589,Sherman,"268 N Grand Ave",75090,+13448719289,5.9,2026-04-25
7590,Sherman,"269 N Grand Ave",75090,+19270142614,5.6,2026-04-25
7591,Sherman,"270 N Grand Ave",75090,+18269102109,5.88,2026-04-25
7592,Sherman,"271 N Grand Ave",75090,+13638419426,5.61,2026-04-25
7593,Sherman,"272 N Grand Ave",75090,+10792130239,6.07,2026-04-25
7594,Sherman,"273 N Grand Ave",75090,+13779712570,5.63,2026-04-25
7595,Sherman,"274 N Grand Ave",75090,+11294822820,6.1,2026-04-25
7596,Sherman,"275 N Grand Ave",75090,+16366246303,5.66,2026-04-25
7597,Sherman,"276 N Grand Ave",75090,+18995773357,6.17,2026-04-25
7598,Sherman,"277 N Grand Ave",75090,+14345506833,5.7,2026-04-25
7599,Sherman,"278 N Grand Ave",75090,+10938492695,6.23,2026-04-25
7600,Sherman,"279 N Grand Ave",75090,+14354462416,5.65,2026-04-25
7601,Sherman,"280 N Grand Ave",75090,+15226279298,6.25,2026-04-25
7602,Sherman,"281 N Grand Ave",75090,+15493219912,5.57,2026-04-25
7603,Sherman,"282 N Grand Ave",75090,+10216660616,6.22,2026-04-25
7604,Sherman,"283 N Grand Ave",75090,+10106448954,6.08,2026-04-25
7605,Sherman,"284 N Grand Ave",75090,+11331913165,6.14,2026-04-25
7606,Sherman,"285 N Grand Ave",75090,+17455749835,6.09,2026-04-25
7607,Sherman,"286 N Grand Ave",75090,+13418883410,6.11,2026-04-25
7608,Sherman,"287 N Grand Ave",75090,+10579637552,6.07,2026-04-25
7609,Sherman,"288 N Grand Ave",75090,+11138332104,6.12,2026-04-25
7610,Sherman,"289 N Grand Ave",75090,+15106705182,6.16,2026-04-25
7611,Sherman,"290 N Grand Ave",75090,+14125442425,6.07,2026-04-25
7612,Sherman,"291 N Grand Ave",75090,+17671750684,6.14,2026-04-25
7613,Sherman,"292 N Grand Ave",75090,+12176752639,6.05,2026-04-25
7614,Sherman,"293 N Grand Ave",75090,+12567818388,5.98,2026-04-25
7615,Sherman,"294 N Grand Ave",75090,+12773607242,6.11,2026-04-25
7616,Sherman,"295 N Grand Ave",75090,+14415398126,6.02,2026-04-25
7617,Sherman,"296 N Grand Ave",75090,+14625532467,6.11,2026-04-25
7618,Sherman,"297 N Grand Ave",75090,+15219828468,5.95,2026-04-25
7619,Sherman,"298 N Grand Ave",75090,+17528862702,6.2,2026-04-25
7620,Sherman,"299 N Grand Ave",75090,+14514995264,6.07,2026-04-25
7621,Sherman,"300 N Grand Ave",75090,+12308764339,6.02,2026-04-25
7622,Sherman,"301 N Grand Ave",75090,+11564308068,6.19,2026-04-25
7623,Sherman,"302 N Grand Ave",75090,+15683916895,6.01,2026-04-25
7624,Sherman,"303 N Grand Ave",75090,+18686377139,6.23,2026-04-25
7625,Sherman,"304 N Grand Ave",75090,+13379655429,5.63,2026-04-25
7626,Sherman,"305 N Grand Ave",75090,+13666769291,6.27,2026-04-25
7627,Sherman,"306 N Grand Ave",75090,+11266795974,5.82,2026-04-25
7628,Sherman,"307 N Grand Ave",75090,+12549562960,6.35,2026-04-25
7629,Sherman,"308 N Grand Ave",75090,+14432300325,5.71,2026-04-25
7630,Sherman,"309 N Grand Ave",75090,+15190423415,6.32,2026-04-25
7631,Sherman,"310 N Grand Ave",75090,+17201717169,5.76,2026-04-25
7632,Sherman,"311 N Grand Ave",75090,+18399220774,6.01,2026-04-25
7633,Sherman,"312 N Grand Ave",75090,+14153464404,6.0,2026-04-25
7634,Sherman,"313 N Grand Ave",75090,+13510364522,5.68,2026-04-25
7635,Sherman,"314 N Grand Ave",75090,+15724969527,5.94,2026-04-25
7636,Sherman,"315 N Grand Ave",75090,+16806534376,5.68,2026-04-25
7637,Sherman,"316 N Grand Ave",75090,+14345768155,5.9,2026-04-25
7638,Sherman,"317 N Grand Ave",75090,+18498084291,5.93,2026-04-25
7639,Sherman,"318 N Grand Ave",75090,+11287793264,5.78,2026-04-25
7640,Sherman,"319 N Grand Ave",75090,+15582604930,6.15,2026-04-25
7641,Sherman,"320 N Grand Ave",75090,+14532278754,5.75,2026-04-25
7642,Sherman,"321 N Grand Ave",75090,+18181379871,5.85,2026-04-25
7643,Sherman,"322 N Grand Ave",75090,+12009915724,5.83,2026-04-25
7644,Sherman,"323 N Grand Ave",75090,+11335664766,5.85,2026-04-25
7645,Sherman,"324 N Grand Ave",75090,+13652815327,5.8,2026-04-25
7646,Sherman,"325 N Grand Ave",75090,+11446752939,5.76,2026-04-25
7647,Sherman,"326 N Grand Ave",75090,+10967816788,5.78,2026-04-25
7648,Sherman,"327 N Grand Ave",75090,+19009540707,5.9,2026-04-25
7649,Sherman,"328 N Grand Ave",75090,+13349359691,5.86,2026-04-25
7650,Sherman,"329 N Grand Ave",75090,+14529666903,5.86,2026-04-25
7651,Sherman,"330 N Grand Ave",75090,+18847034977,5.9,2026-04-25
7652,Sherman,"331 N Grand Ave",75090,+11537935952,5.86,2026-04-25
7653,Sherman,"332 N Grand Ave",75090,+17443619643,5.9,2026-04-25
7654,Sherman,"333 N Grand Ave",75090,+16694277983,5.97,2026-04-25
7655,Sherman,"334 N Grand Ave",75090,+17021148561,5.78,2026-04-25
7656,Sherman,"335 N Grand Ave",75090,+12308831220,5.82,2026-04-25
7657,Sherman,"336 N Grand Ave",75090,+19308487878,5.8,2026-04-25
7658,Sherman,"337 N Grand Ave",75090,+10129027676,5.78,2026-04-25
7659,Sherman,"338 N Grand Ave",75090,+19646789756,5.77,2026-04-25
7660,Sherman,"339 N Grand Ave",75090,+10633846217,5.94,2026-04-25
7661,Sherman,"340 N Grand Ave",75090,+19093333850,5.91,2026-04-25
7662,Sherman,"341 N Grand Ave",75090,+18406850413,5.93,2026-04-25
7663,Sherman,"342 N Grand Ave",75090,+16231993998,5.83,2026-04-25
7664,Sherman,"343 N Grand Ave",75090,+19401269564,5.93,2026-04-25
7665,Sherman,"344 N Grand Ave",75090,+11713329536,5.87,2026-04-25
7666,Sherman,"345 N Grand Ave",75090,+12524453456,5.84,2026-04-25
7667,Sherman,"346 N Grand Ave",75090,+19069888751,5.73,2026-04-25
7668,Sherman,"347 N Grand Ave",75090,+16422368644,5.83,2026-04-25
7669,Sherman,"348 N Grand Ave",75090,+18186928486,5.96,2026-04-25
7670,Sherman,"349 N Grand Ave",75090,+10540258245,6.02,2026-04-25
7671,Sherman,"350 N Grand Ave",75090,+15742131841,5.96,2026-04-25
7672,Sherman,"351 N Grand Ave",75090,+11872518170,5.85,2026-04-25
7673,Sherman,"352 N Grand Ave",75090,+17268578854,5.97,2026-04-25
7674,Sherman,"353 N Grand Ave",75090,+11819907886,5.86,2026-04-25
7675,Sherman,"354 N Grand Ave",75090,+18237818064,6.02,2026-04-25
7676,Sherman,"355 N Grand Ave",75090,+17366496516,5.82,2026-04-25
7677,Sherman,"356 N Grand Ave",75090,+11142691923,5.97,2026-04-25
7678,Sherman,"357 N Grand Ave",75090,+11717775390,6.0,2026-04-25
7679,Sherman,"358 N Grand Ave",75090,+19804322428,5.92,2026-04-25
7680,Sherman,"359 N Grand Ave",75090,+17172474870,5.95,2026-04-25
7681,Sherman,"360 N Grand Ave",75090,+11266626464,5.9,2026-04-25
7682,Sherman,"361 N Grand Ave",75090,+10470628416,5.91,2026-04-25
7683,Sherman,"362 N Grand Ave",75090,+12162409516,5.85,2026-04-25
7684,Sherman,"363 N Grand Ave",75090,+15066678234,5.92,2026-04-25
7685,Sherman,"364 N Grand Ave",75090,+18720087084,5.92,2026-04-25
7686,Sherman,"365 N Grand Ave",75090,+12208294076,5.96,2026-04-25
7687,Sherman,"366 N Grand Ave",75090,+14100239971,5.97,2026-04-25
7688,Sherman,"367 N Grand Ave",75090,+17755012479,5.97,2026-04-25
7689,Sherman,"368 N Grand Ave",75090,+19107700407,5.88,2026-04-25
7690,Sherman,"369 N Grand Ave",75090,+16722658036,5.95,2026-04-25
7691,Sherman,"370 N Grand Ave",75090,+15846751997,5.83,2026-04-25
7692,Sherman,"371 N Grand Ave",75090,+10304951063,5.96,2026-04-25
7693,Sherman,"372 N Grand Ave",75090,+18630095396,5.84,2026-04-25
7694,Sherman,"373 N Grand Ave",75090,+11069789594,5.93,2026-04-25
7695,Sherman,"374 N Grand Ave",75090,+13524806755,5.74,2026-04-25
7696,Sherman,"375 N Grand Ave",75090,+11481358600,5.94,2026-04-25
7697,Sherman,"376 N Grand Ave",75090,+18764113741,5.76,2026-04-25
7698,Sherman,"377 N Grand Ave",75090,+17238940000,6.02,2026-04-25
7699,Sherman,"378 N Grand Ave",75090,+14560905058,5.79,2026-04-25
7700,Sherman,"379 N Grand Ave",75090,+18970113310,5.9,2026-04-25
7701,Sherman,"380 N Grand Ave",75090,+12512306032,5.68,2026-04-25
7702,Sherman,"381 N Grand Ave",75090,+10164099481,5.92,2026-04-25
7703,Sherman,"382 N Grand Ave",75090,+11921909061,5.7,2026-04-25
7704,Sherman,"383 N Grand Ave",75090,+13705607284,5.96,2026-04-25
7705,Sherman,"384 N Grand Ave",75090,+14684670853,5.77,2026-04-25
7706,Sherman,"385 N Grand Ave",75090,+14402709062,5.96,2026-04-25
7707,Sherman,"386 N Grand Ave",75090,+13012138378,5.78,2026-04-25
7708,Sherman,"387 N Grand Ave",75090,+19901932943,5.92,2026-04-25
7709,Sherman,"388 N Grand Ave",75090,+17923646882,5.7,2026-04-25
7710,Sherman,"389 N Grand Ave",75090,+19282129067,5.89,2026-04-25
7711,Sherman,"390 N Grand Ave",75090,+12253017315,5.93,2026-04-25
7712,Sherman,"391 N Grand Ave",75090,+17547943007,5.91,2026-04-25
7713,Sherman,"392 N Grand Ave",75090,+13299005255,6.01,2026-04-25
7714,Sherman,"393 N Grand Ave",75090,+17837594816,5.97,2026-04-25
7715,Sherman,"394 N Grand Ave",75090,+16123202707,5.9,2026-04-25
7716,Sherman,"395 N Grand Ave",75090,+14436311020,5.76,2026-04-25
7717,Sherman,"396 N Grand Ave",75090,+14438844388,5.86,2026-04-25
7718,Sherman,"397 N Grand Ave",75090,+17784615510,5.99,2026-04-25
7719,Sherman,"398 N Grand Ave",75090,+14148505660,5.92,2026-04-25
7720,Sherman,"399 N Grand Ave",75090,+19117032772,5.89,2026-04-25
7721,Sherman,"400 N Grand Ave",75090,+15896813899,5.92,2026-04-25
7722,Paris,"100 Lamar Ave",75460,+17525177596,5.28,2026-04-25
7723,Paris,"101 Lamar Ave",75460,+13111220072,5.72,2026-04-25
7724,Paris,"102 Lamar Ave",75460,+15735644102,5.35,2026-04-25
7725,Paris,"103 Lamar Ave",75460,+15235633624,5.66,2026-04-25
7726,Paris,"104 Lamar Ave",75460,+11668342507,5.41,2026-04-25
7727,Paris,"105 Lamar Ave",75460,+13184764335,5.75,2026-04-25
7728,Paris,"106 Lamar Ave",75460,+17451843580,5.45,2026-04-25
7729,Paris,"107 Lamar Ave",75460,+10793608161,5.68,2026-04-25
7730,Paris,"108 Lamar Ave",75460,+19114997560,5.42,2026-04-25
7731,Paris,"109 Lamar Ave",75460,+18946973937,5.48,2026-04-25
7732,Paris,"110 Lamar Ave",75460,+11605266346,5.29,2026-04-25
7733,Paris,"111 Lamar Ave",75460,+16129307432,5.66,2026-04-25
7734,Paris,"112 Lamar Ave",75460,+10272485449,5.27,2026-04-25
7735,Paris,"113 Lamar Ave",75460,+16774575991,5.67,2026-04-25
7736,Paris,"114 Lamar Ave",75460,+16662223950,5.25,2026-04-25
7737,Paris,"115 Lamar Ave",75460,+18988200331,5.77,2026-04-25
7738,Paris,"116 Lamar Ave",75460,+10234782076,5.35,2026-04-25
7739,Paris,"117 Lamar Ave",75460,+19194495620,5.66,2026-04-25
7740,Paris,"118 Lamar Ave",75460,+19875119507,5.41,2026-04-25
7741,Paris,"119 Lamar Ave",75460,+18228864196,5.8,2026-04-25
7742,Paris,"120 Lamar Ave",75460,+18292906827,5.38,2026-04-25
