homeowner_name,phone_number,street_address,city,state,damage_score
Homeowner,+14055554614,"206 S Yale Ave",Tulsa,OK,27.26
Homeowner,+14055554937,"127 S Sheridan Rd",Tulsa,OK,27.26
Homeowner,+14055554549,"141 S Yale Ave",Tulsa,OK,27.24
Homeowner,+14055554551,"143 S Yale Ave",Tulsa,OK,27.24
Homeowner,+14055554587,"179 S Yale Ave",Tulsa,OK,27.24
Homeowner,+14055554616,"208 S Yale Ave",Tulsa,OK,27.24
Homeowner,+14055554935,"125 S Sheridan Rd",Tulsa,OK,27.24
Homeowner,+14055552530,"231 Wilshire Blvd","Nichols Hills",OK,27.23
Homeowner,+14055553767,"363 E 2nd St",Edmond,OK,27.23
Homeowner,+14055554463,"356 W Robinson St",Norman,OK,27.23
Homeowner,+14055554591,"183 S Yale Ave",Tulsa,OK,27.22
Homeowner,+14055554660,"252 S Yale Ave",Tulsa,OK,27.22
Homeowner,+14055554341,"234 W Robinson St",Norman,OK,27.21
Homeowner,+14055554646,"238 S Yale Ave",Tulsa,OK,27.21
Homeowner,+14055553105,"103 E 15th St",Edmond,OK,27.2
Homeowner,+14055554648,"240 S Yale Ave",Tulsa,OK,27.2
Homeowner,+14055554656,"248 S Yale Ave",Tulsa,OK,27.2
Homeowner,+14055555950,"283 NW 10th St","Oklahoma City",OK,27.2
Homeowner,+14055554320,"213 W Robinson St",Norman,OK,27.19
Homeowner,+14055553108,"106 E 15th St",Edmond,OK,27.18
Homeowner,+14055554343,"236 W Robinson St",Norman,OK,27.18
Homeowner,+14055554654,"246 S Yale Ave",Tulsa,OK,27.18
Homeowner,+14055554664,"256 S Yale Ave",Tulsa,OK,27.18
Homeowner,+14055554339,"232 W Robinson St",Norman,OK,27.17
Homeowner,+14055554461,"354 W Robinson St",Norman,OK,27.17
Homeowner,+14055553385,"182 N Bryant Ave",Edmond,OK,27.16
Homeowner,+14055554644,"236 S Yale Ave",Tulsa,OK,27.16
Homeowner,+14055554658,"250 S Yale Ave",Tulsa,OK,27.14
Homeowner,+14055553777,"373 E 2nd St",Edmond,OK,27.13
Homeowner,+14055554579,"171 S Yale Ave",Tulsa,OK,27.13
Homeowner,+14055554593,"185 S Yale Ave",Tulsa,OK,27.13
Homeowner,+14055554628,"220 S Yale Ave",Tulsa,OK,27.13
Homeowner,+14055554575,"167 S Yale Ave",Tulsa,OK,27.12
Homeowner,+14055553133,"131 E 15th St",Edmond,OK,27.11
Homeowner,+14055553369,"166 N Bryant Ave",Edmond,OK,27.11
Homeowner,+14055554577,"169 S Yale Ave",Tulsa,OK,27.11
Homeowner,+14055554666,"258 S Yale Ave",Tulsa,OK,27.11
Homeowner,+14055554349,"242 W Robinson St",Norman,OK,27.1
Homeowner,+14055554662,"254 S Yale Ave",Tulsa,OK,27.09
Homeowner,+14055554642,"234 S Yale Ave",Tulsa,OK,27.08
Homeowner,+14055554581,"173 S Yale Ave",Tulsa,OK,27.07
Homeowner,+14055554318,"211 W Robinson St",Norman,OK,27.06
Homeowner,+14055554636,"228 S Yale Ave",Tulsa,OK,27.06
Homeowner,+14055554943,"133 S Sheridan Rd",Tulsa,OK,27.06
Homeowner,+14055554619,"211 S Yale Ave",Tulsa,OK,27.05
Homeowner,+14055554668,"260 S Yale Ave",Tulsa,OK,27.05
Homeowner,+14055554569,"161 S Yale Ave",Tulsa,OK,27.04
Homeowner,+14055554583,"175 S Yale Ave",Tulsa,OK,27.03
Homeowner,+14055554638,"230 S Yale Ave",Tulsa,OK,27.03
Homeowner,+14055553111,"109 E 15th St",Edmond,OK,27.02
Homeowner,+14055554459,"352 W Robinson St",Norman,OK,27.02
Homeowner,+14055553127,"125 E 15th St",Edmond,OK,27.01
Homeowner,+14055554640,"232 S Yale Ave",Tulsa,OK,27.01
Homeowner,+14055552509,"210 Wilshire Blvd","Nichols Hills",OK,27.0
Homeowner,+14055554482,"375 W Robinson St",Norman,OK,27.0
Homeowner,+14055554670,"262 S Yale Ave",Tulsa,OK,27.0
Homeowner,+14055553383,"180 N Bryant Ave",Edmond,OK,26.99
Homeowner,+14055554547,"139 S Yale Ave",Tulsa,OK,26.99
Homeowner,+14055554585,"177 S Yale Ave",Tulsa,OK,26.99
Homeowner,+14055554634,"226 S Yale Ave",Tulsa,OK,26.99
Homeowner,+14055553701,"297 E 2nd St",Edmond,OK,26.98
Homeowner,+14055554571,"163 S Yale Ave",Tulsa,OK,26.98
Homeowner,+14055554676,"268 S Yale Ave",Tulsa,OK,26.98
Homeowner,+14055554945,"135 S Sheridan Rd",Tulsa,OK,26.98
Homeowner,+14055556669,"199 E 1st St",Tulsa,OK,26.98
Homeowner,+14055554337,"230 W Robinson St",Norman,OK,26.97
Homeowner,+14055554370,"263 W Robinson St",Norman,OK,26.97
Homeowner,+14055554632,"224 S Yale Ave",Tulsa,OK,26.97
Homeowner,+14055553387,"184 N Bryant Ave",Edmond,OK,26.96
Homeowner,+14055554674,"266 S Yale Ave",Tulsa,OK,26.96
Homeowner,+14055554672,"264 S Yale Ave",Tulsa,OK,26.95
Homeowner,+14055556771,"100 S Main St",Tulsa,OK,26.95
Homeowner,+14055556772,"101 S Main St",Tulsa,OK,26.95
Homeowner,+14055556773,"102 S Main St",Tulsa,OK,26.95
Homeowner,+14055556774,"103 S Main St",Tulsa,OK,26.95
Homeowner,+14055556775,"104 S Main St",Tulsa,OK,26.95
Homeowner,+14055556776,"105 S Main St",Tulsa,OK,26.95
Homeowner,+14055556777,"106 S Main St",Tulsa,OK,26.95
Homeowner,+14055556778,"107 S Main St",Tulsa,OK,26.95
Homeowner,+14055556779,"108 S Main St",Tulsa,OK,26.95
Homeowner,+14055556780,"109 S Main St",Tulsa,OK,26.95
Homeowner,+14055556781,"110 S Main St",Tulsa,OK,26.95
Homeowner,+14055556783,"112 S Main St",Tulsa,OK,26.95
Homeowner,+14055556784,"113 S Main St",Tulsa,OK,26.95
Homeowner,+14055556785,"114 S Main St",Tulsa,OK,26.95
Homeowner,+14055556786,"115 S Main St",Tulsa,OK,26.95
Homeowner,+14055556787,"116 S Main St",Tulsa,OK,26.95
Homeowner,+14055556788,"117 S Main St",Tulsa,OK,26.95
Homeowner,+14055556789,"118 S Main St",Tulsa,OK,26.95
Homeowner,+14055556790,"119 S Main St",Tulsa,OK,26.95
Homeowner,+14055556791,"120 S Main St",Tulsa,OK,26.95
Homeowner,+14055556792,"121 S Main St",Tulsa,OK,26.95
Homeowner,+14055556793,"122 S Main St",Tulsa,OK,26.95
Homeowner,+14055556794,"123 S Main St",Tulsa,OK,26.95
Homeowner,+14055556795,"124 S Main St",Tulsa,OK,26.95
Homeowner,+14055556796,"125 S Main St",Tulsa,OK,26.95
Homeowner,+14055556797,"126 S Main St",Tulsa,OK,26.95
Homeowner,+14055556798,"127 S Main St",Tulsa,OK,26.95
Homeowner,+14055556799,"128 S Main St",Tulsa,OK,26.95
Homeowner,+14055556800,"129 S Main St",Tulsa,OK,26.95
Homeowner,+14055556801,"130 S Main St",Tulsa,OK,26.95
Homeowner,+14055556802,"131 S Main St",Tulsa,OK,26.95
Homeowner,+14055556803,"132 S Main St",Tulsa,OK,26.95
Homeowner,+14055556804,"133 S Main St",Tulsa,OK,26.95
Homeowner,+14055556805,"134 S Main St",Tulsa,OK,26.95
Homeowner,+14055556806,"135 S Main St",Tulsa,OK,26.95
Homeowner,+14055556807,"136 S Main St",Tulsa,OK,26.95
Homeowner,+14055556808,"137 S Main St",Tulsa,OK,26.95
Homeowner,+14055556809,"138 S Main St",Tulsa,OK,26.95
Homeowner,+14055556810,"139 S Main St",Tulsa,OK,26.95
Homeowner,+14055556811,"140 S Main St",Tulsa,OK,26.95
Homeowner,+14055556812,"141 S Main St",Tulsa,OK,26.95
Homeowner,+14055556813,"142 S Main St",Tulsa,OK,26.95
Homeowner,+14055556814,"143 S Main St",Tulsa,OK,26.95
Homeowner,+14055556815,"144 S Main St",Tulsa,OK,26.95
Homeowner,+14055556816,"145 S Main St",Tulsa,OK,26.95
Homeowner,+14055556817,"146 S Main St",Tulsa,OK,26.95
Homeowner,+14055556818,"147 S Main St",Tulsa,OK,26.95
Homeowner,+14055556819,"148 S Main St",Tulsa,OK,26.95
Homeowner,+14055556820,"149 S Main St",Tulsa,OK,26.95
Homeowner,+14055556821,"150 S Main St",Tulsa,OK,26.95
Homeowner,+14055556822,"151 S Main St",Tulsa,OK,26.95
Homeowner,+14055556823,"152 S Main St",Tulsa,OK,26.95
Homeowner,+14055556824,"153 S Main St",Tulsa,OK,26.95
Homeowner,+14055556825,"154 S Main St",Tulsa,OK,26.95
Homeowner,+14055556826,"155 S Main St",Tulsa,OK,26.95
Homeowner,+14055556827,"156 S Main St",Tulsa,OK,26.95
Homeowner,+14055556828,"157 S Main St",Tulsa,OK,26.95
Homeowner,+14055556829,"158 S Main St",Tulsa,OK,26.95
Homeowner,+14055556830,"159 S Main St",Tulsa,OK,26.95
Homeowner,+14055556831,"160 S Main St",Tulsa,OK,26.95
Homeowner,+14055556832,"161 S Main St",Tulsa,OK,26.95
Homeowner,+14055556833,"162 S Main St",Tulsa,OK,26.95
Homeowner,+14055556834,"163 S Main St",Tulsa,OK,26.95
Homeowner,+14055556835,"164 S Main St",Tulsa,OK,26.95
Homeowner,+14055556836,"165 S Main St",Tulsa,OK,26.95
Homeowner,+14055556837,"166 S Main St",Tulsa,OK,26.95
Homeowner,+14055556838,"167 S Main St",Tulsa,OK,26.95
Homeowner,+14055556839,"168 S Main St",Tulsa,OK,26.95
Homeowner,+14055556840,"169 S Main St",Tulsa,OK,26.95
Homeowner,+14055556841,"170 S Main St",Tulsa,OK,26.95
Homeowner,+14055556842,"171 S Main St",Tulsa,OK,26.95
Homeowner,+14055556843,"172 S Main St",Tulsa,OK,26.95
Homeowner,+14055556844,"173 S Main St",Tulsa,OK,26.95
Homeowner,+14055556845,"174 S Main St",Tulsa,OK,26.95
Homeowner,+14055556846,"175 S Main St",Tulsa,OK,26.95
Homeowner,+14055556847,"176 S Main St",Tulsa,OK,26.95
Homeowner,+14055556848,"177 S Main St",Tulsa,OK,26.95
Homeowner,+14055556849,"178 S Main St",Tulsa,OK,26.95
Homeowner,+14055556850,"179 S Main St",Tulsa,OK,26.95
Homeowner,+14055556851,"180 S Main St",Tulsa,OK,26.95
Homeowner,+14055556852,"181 S Main St",Tulsa,OK,26.95
Homeowner,+14055556853,"182 S Main St",Tulsa,OK,26.95
Homeowner,+14055556854,"183 S Main St",Tulsa,OK,26.95
Homeowner,+14055556855,"184 S Main St",Tulsa,OK,26.95
Homeowner,+14055556856,"185 S Main St",Tulsa,OK,26.95
Homeowner,+14055556857,"186 S Main St",Tulsa,OK,26.95
Homeowner,+14055556858,"187 S Main St",Tulsa,OK,26.95
Homeowner,+14055556859,"188 S Main St",Tulsa,OK,26.95
Homeowner,+14055556860,"189 S Main St",Tulsa,OK,26.95
Homeowner,+14055556861,"190 S Main St",Tulsa,OK,26.95
Homeowner,+14055556862,"191 S Main St",Tulsa,OK,26.95
Homeowner,+14055556863,"192 S Main St",Tulsa,OK,26.95
Homeowner,+14055556864,"193 S Main St",Tulsa,OK,26.95
Homeowner,+14055556865,"194 S Main St",Tulsa,OK,26.95
Homeowner,+14055556866,"195 S Main St",Tulsa,OK,26.95
Homeowner,+14055556867,"196 S Main St",Tulsa,OK,26.95
Homeowner,+14055556868,"197 S Main St",Tulsa,OK,26.95
Homeowner,+14055554678,"270 S Yale Ave",Tulsa,OK,26.93
Homeowner,+14055554533,"125 S Yale Ave",Tulsa,OK,26.92
Homeowner,+14055554537,"129 S Yale Ave",Tulsa,OK,26.92
Homeowner,+14055554573,"165 S Yale Ave",Tulsa,OK,26.92
Homeowner,+14055554387,"280 W Robinson St",Norman,OK,26.9
Homeowner,+14055554535,"127 S Yale Ave",Tulsa,OK,26.89
Homeowner,+14055555954,"287 NW 10th St","Oklahoma City",OK,26.89
Homeowner,+14055554545,"137 S Yale Ave",Tulsa,OK,26.88
Homeowner,+14055555952,"285 NW 10th St","Oklahoma City",OK,26.87
Homeowner,+14055553381,"178 N Bryant Ave",Edmond,OK,26.86
Homeowner,+14055553803,"399 E 2nd St",Edmond,OK,26.86
Homeowner,+14055554630,"222 S Yale Ave",Tulsa,OK,26.86
Homeowner,+14055553131,"129 E 15th St",Edmond,OK,26.84
Homeowner,+14055553379,"176 N Bryant Ave",Edmond,OK,26.84
Homeowner,+14055554541,"133 S Yale Ave",Tulsa,OK,26.84
Homeowner,+14055554699,"291 S Yale Ave",Tulsa,OK,26.83
Homeowner,+14055554957,"147 S Sheridan Rd",Tulsa,OK,26.83
Homeowner,+14055553342,"139 N Bryant Ave",Edmond,OK,26.81
Homeowner,+14055553703,"299 E 2nd St",Edmond,OK,26.81
Homeowner,+14055554615,"207 S Yale Ave",Tulsa,OK,26.81
Homeowner,+14055554407,"300 W Robinson St",Norman,OK,26.77
Homeowner,+14055554539,"131 S Yale Ave",Tulsa,OK,26.77
Homeowner,+14055554543,"135 S Yale Ave",Tulsa,OK,26.77
Homeowner,+14055554617,"209 S Yale Ave",Tulsa,OK,26.76
Homeowner,+14055553389,"186 N Bryant Ave",Edmond,OK,26.75
Homeowner,+14055554531,"123 S Yale Ave",Tulsa,OK,26.74
Homeowner,+14055554529,"121 S Yale Ave",Tulsa,OK,26.73
Homeowner,+14055554595,"187 S Yale Ave",Tulsa,OK,26.73
Homeowner,+14055553371,"168 N Bryant Ave",Edmond,OK,26.72
Homeowner,+14055554457,"350 W Robinson St",Norman,OK,26.71
Homeowner,+14055554527,"119 S Yale Ave",Tulsa,OK,26.71
Homeowner,+14055554955,"145 S Sheridan Rd",Tulsa,OK,26.71
Homeowner,+14055553377,"174 N Bryant Ave",Edmond,OK,26.7
Homeowner,+14055553109,"107 E 15th St",Edmond,OK,26.69
Homeowner,+14055553489,"286 N Bryant Ave",Edmond,OK,26.69
Homeowner,+14055554362,"255 W Robinson St",Norman,OK,26.69
Homeowner,+14055553107,"105 E 15th St",Edmond,OK,26.67
Homeowner,+14055554480,"373 W Robinson St",Norman,OK,26.67
Homeowner,+14055554680,"272 S Yale Ave",Tulsa,OK,26.65
Homeowner,+14055553795,"391 E 2nd St",Edmond,OK,26.64
Homeowner,+14055554626,"218 S Yale Ave",Tulsa,OK,26.64
Homeowner,+14055552517,"218 Wilshire Blvd","Nichols Hills",OK,26.63
Homeowner,+14055553312,"109 N Bryant Ave",Edmond,OK,26.62
Homeowner,+14055553765,"361 E 2nd St",Edmond,OK,26.62
Homeowner,+14055554525,"117 S Yale Ave",Tulsa,OK,26.61
Homeowner,+14055554947,"137 S Sheridan Rd",Tulsa,OK,26.61
Homeowner,+14055553129,"127 E 15th St",Edmond,OK,26.6
Homeowner,+14055553793,"389 E 2nd St",Edmond,OK,26.59
Homeowner,+14055554597,"189 S Yale Ave",Tulsa,OK,26.59
Homeowner,+14055554455,"348 W Robinson St",Norman,OK,26.57
Homeowner,+14055554351,"244 W Robinson St",Norman,OK,26.56
Homeowner,+14055553801,"397 E 2nd St",Edmond,OK,26.55
Homeowner,+14055554322,"215 W Robinson St",Norman,OK,26.55
Homeowner,+14055555956,"289 NW 10th St","Oklahoma City",OK,26.54
Homeowner,+14055554386,"279 W Robinson St",Norman,OK,26.53
Homeowner,+14055555958,"291 NW 10th St","Oklahoma City",OK,26.53
Homeowner,+14055553797,"393 E 2nd St",Edmond,OK,26.52
Homeowner,+14055555794,"127 NW 10th St","Oklahoma City",OK,26.51
Homeowner,+14055554599,"191 S Yale Ave",Tulsa,OK,26.5
Homeowner,+14055554682,"274 S Yale Ave",Tulsa,OK,26.5
Homeowner,+14055554961,"151 S Sheridan Rd",Tulsa,OK,26.49
Homeowner,+14055554949,"139 S Sheridan Rd",Tulsa,OK,26.48
Homeowner,+14055556303,"234 NW 50th St","Oklahoma City",OK,26.47
Homeowner,+14055554605,"197 S Yale Ave",Tulsa,OK,26.46
Homeowner,+14055554613,"205 S Yale Ave",Tulsa,OK,26.46
Homeowner,+14055556305,"236 NW 50th St","Oklahoma City",OK,26.45
Homeowner,+14055554959,"149 S Sheridan Rd",Tulsa,OK,26.44
Homeowner,+14055554611,"203 S Yale Ave",Tulsa,OK,26.43
Homeowner,+14055554701,"293 S Yale Ave",Tulsa,OK,26.43
Homeowner,+14055553799,"395 E 2nd St",Edmond,OK,26.42
Homeowner,+14055554523,"115 S Yale Ave",Tulsa,OK,26.42
Homeowner,+14055554604,"196 S Yale Ave",Tulsa,OK,26.42
Homeowner,+14055554684,"276 S Yale Ave",Tulsa,OK,26.42
Homeowner,+14055554372,"265 W Robinson St",Norman,OK,26.41
Homeowner,+14055554603,"195 S Yale Ave",Tulsa,OK,26.41
Homeowner,+14055554600,"192 S Yale Ave",Tulsa,OK,26.4
Homeowner,+14055554601,"193 S Yale Ave",Tulsa,OK,26.39
Homeowner,+14055554453,"346 W Robinson St",Norman,OK,26.38
Homeowner,+14055554515,"107 S Yale Ave",Tulsa,OK,26.38
Homeowner,+14055554517,"109 S Yale Ave",Tulsa,OK,26.38
Homeowner,+14055554602,"194 S Yale Ave",Tulsa,OK,26.37
Homeowner,+14055554951,"141 S Sheridan Rd",Tulsa,OK,26.37
Homeowner,+14055554353,"246 W Robinson St",Norman,OK,26.36
Homeowner,+14055553791,"387 E 2nd St",Edmond,OK,26.35
Homeowner,+14055554519,"111 S Yale Ave",Tulsa,OK,26.35
Homeowner,+14055554521,"113 S Yale Ave",Tulsa,OK,26.35
Homeowner,+14055554963,"153 S Sheridan Rd",Tulsa,OK,26.35
Homeowner,+14055553391,"188 N Bryant Ave",Edmond,OK,26.34
Homeowner,+14055554606,"198 S Yale Ave",Tulsa,OK,26.34
Homeowner,+14055554607,"199 S Yale Ave",Tulsa,OK,26.34
Homeowner,+14055554608,"200 S Yale Ave",Tulsa,OK,26.34
Homeowner,+14055554609,"201 S Yale Ave",Tulsa,OK,26.34
Homeowner,+14055556190,"121 NW 50th St","Oklahoma City",OK,26.32
Homeowner,+14055553338,"135 N Bryant Ave",Edmond,OK,26.3
Homeowner,+14055553373,"170 N Bryant Ave",Edmond,OK,26.3
Homeowner,+14055553375,"172 N Bryant Ave",Edmond,OK,26.3
Homeowner,+14055553402,"199 N Bryant Ave",Edmond,OK,26.3
Homeowner,+14055554374,"267 W Robinson St",Norman,OK,26.3
Homeowner,+14055554388,"281 W Robinson St",Norman,OK,26.3
Homeowner,+14055553340,"137 N Bryant Ave",Edmond,OK,26.29
Homeowner,+14055556307,"238 NW 50th St","Oklahoma City",OK,26.29
Homeowner,+14055553707,"303 E 2nd St",Edmond,OK,26.28
Homeowner,+14055554965,"155 S Sheridan Rd",Tulsa,OK,26.28
Homeowner,+14055553408,"205 N Bryant Ave",Edmond,OK,26.26
Homeowner,+14055556301,"232 NW 50th St","Oklahoma City",OK,26.26
Homeowner,+14055553783,"379 E 2nd St",Edmond,OK,26.23
Homeowner,+14055554953,"143 S Sheridan Rd",Tulsa,OK,26.23
Homeowner,+14055554355,"248 W Robinson St",Norman,OK,26.22
Homeowner,+14055554451,"344 W Robinson St",Norman,OK,26.2
Homeowner,+14055554513,"105 S Yale Ave",Tulsa,OK,26.2
Homeowner,+14055554360,"253 W Robinson St",Norman,OK,26.18
Homeowner,+14055554478,"371 W Robinson St",Norman,OK,26.16
Homeowner,+14055554686,"278 S Yale Ave",Tulsa,OK,26.16
Homeowner,+14055554971,"161 S Sheridan Rd",Tulsa,OK,26.15
Homeowner,+14055553779,"375 E 2nd St",Edmond,OK,26.14
Homeowner,+14055554967,"157 S Sheridan Rd",Tulsa,OK,26.1
Homeowner,+14055553306,"103 N Bryant Ave",Edmond,OK,26.09
Homeowner,+14055554703,"295 S Yale Ave",Tulsa,OK,26.09
Homeowner,+14055554385,"278 W Robinson St",Norman,OK,26.07
Homeowner,+14055554969,"159 S Sheridan Rd",Tulsa,OK,26.07
Homeowner,+14055554376,"269 W Robinson St",Norman,OK,26.05
Homeowner,+14055556299,"230 NW 50th St","Oklahoma City",OK,26.02
Homeowner,+14055554688,"280 S Yale Ave",Tulsa,OK,26.01
Homeowner,+14055554511,"103 S Yale Ave",Tulsa,OK,26.0
Homeowner,+14055554357,"250 W Robinson St",Norman,OK,25.98
Homeowner,+14055554690,"282 S Yale Ave",Tulsa,OK,25.98
Homeowner,+14055554979,"169 S Sheridan Rd",Tulsa,OK,25.98
Homeowner,+14055554983,"173 S Sheridan Rd",Tulsa,OK,25.98
Homeowner,+14055553336,"133 N Bryant Ave",Edmond,OK,25.97
Homeowner,+14055554449,"342 W Robinson St",Norman,OK,25.96
Homeowner,+14055554358,"251 W Robinson St",Norman,OK,25.94
Homeowner,+14055554509,"101 S Yale Ave",Tulsa,OK,25.93
Homeowner,+14055554981,"171 S Sheridan Rd",Tulsa,OK,25.93
Homeowner,+14055553313,"110 N Bryant Ave",Edmond,OK,25.91
Homeowner,+14055552515,"216 Wilshire Blvd","Nichols Hills",OK,25.89
Homeowner,+14055554350,"243 W Robinson St",Norman,OK,25.89
Homeowner,+14055553781,"377 E 2nd St",Edmond,OK,25.87
Homeowner,+14055553303,"100 N Bryant Ave",Edmond,OK,25.86
Homeowner,+14055553305,"102 N Bryant Ave",Edmond,OK,25.85
Homeowner,+14055553311,"108 N Bryant Ave",Edmond,OK,25.85
Homeowner,+14055553393,"190 N Bryant Ave",Edmond,OK,25.8
Homeowner,+14055553785,"381 E 2nd St",Edmond,OK,25.8
Homeowner,+14055554390,"283 W Robinson St",Norman,OK,25.79
Homeowner,+14055553307,"104 N Bryant Ave",Edmond,OK,25.78
Homeowner,+14055553309,"106 N Bryant Ave",Edmond,OK,25.78
Homeowner,+14055554384,"277 W Robinson St",Norman,OK,25.77
Homeowner,+14055553410,"207 N Bryant Ave",Edmond,OK,25.76
Homeowner,+14055554356,"249 W Robinson St",Norman,OK,25.76
Homeowner,+14055554382,"275 W Robinson St",Norman,OK,25.76
Homeowner,+14055556697,"227 E 1st St",Tulsa,OK,25.76
Homeowner,+14055554612,"204 S Yale Ave",Tulsa,OK,25.75
Homeowner,+14055554348,"241 W Robinson St",Norman,OK,25.74
Homeowner,+14055554352,"245 W Robinson St",Norman,OK,25.74
Homeowner,+14055554354,"247 W Robinson St",Norman,OK,25.74
Homeowner,+14055554378,"271 W Robinson St",Norman,OK,25.74
Homeowner,+14055554380,"273 W Robinson St",Norman,OK,25.74
Homeowner,+14055554447,"340 W Robinson St",Norman,OK,25.74
Homeowner,+14055552508,"209 Wilshire Blvd","Nichols Hills",OK,25.73
Homeowner,+14055552510,"211 Wilshire Blvd","Nichols Hills",OK,25.73
Homeowner,+14055552511,"212 Wilshire Blvd","Nichols Hills",OK,25.73
Homeowner,+14055552513,"214 Wilshire Blvd","Nichols Hills",OK,25.73
Homeowner,+14055554692,"284 S Yale Ave",Tulsa,OK,25.73
Homeowner,+14055554973,"163 S Sheridan Rd",Tulsa,OK,25.73
Homeowner,+14055554985,"175 S Sheridan Rd",Tulsa,OK,25.72
Homeowner,+14055553468,"265 N Bryant Ave",Edmond,OK,25.71
Homeowner,+14055556188,"119 NW 50th St","Oklahoma City",OK,25.71
Homeowner,+14055554977,"167 S Sheridan Rd",Tulsa,OK,25.69
Homeowner,+14055553332,"129 N Bryant Ave",Edmond,OK,25.67
Homeowner,+14055553395,"192 N Bryant Ave",Edmond,OK,25.67
Homeowner,+14055556699,"229 E 1st St",Tulsa,OK,25.67
Homeowner,+14055553411,"208 N Bryant Ave",Edmond,OK,25.66
Homeowner,+14055554392,"285 W Robinson St",Norman,OK,25.66
Homeowner,+14055554694,"286 S Yale Ave",Tulsa,OK,25.66
Homeowner,+14055553407,"204 N Bryant Ave",Edmond,OK,25.63
Homeowner,+14055554443,"336 W Robinson St",Norman,OK,25.63
Homeowner,+14055553334,"131 N Bryant Ave",Edmond,OK,25.62
Homeowner,+14055554975,"165 S Sheridan Rd",Tulsa,OK,25.61
Homeowner,+14055553321,"118 N Bryant Ave",Edmond,OK,25.58
Homeowner,+14055553324,"121 N Bryant Ave",Edmond,OK,25.58
Homeowner,+14055553326,"123 N Bryant Ave",Edmond,OK,25.58
Homeowner,+14055554346,"239 W Robinson St",Norman,OK,25.58
Homeowner,+14055554445,"338 W Robinson St",Norman,OK,25.58
Homeowner,+14055554987,"177 S Sheridan Rd",Tulsa,OK,25.58
Homeowner,+14055553330,"127 N Bryant Ave",Edmond,OK,25.57
Homeowner,+14055553466,"263 N Bryant Ave",Edmond,OK,25.56
Homeowner,+14055553481,"278 N Bryant Ave",Edmond,OK,25.56
Homeowner,+14055553915,"210 W Main St",Norman,OK,25.56
Homeowner,+14055553319,"116 N Bryant Ave",Edmond,OK,25.55
Homeowner,+14055553413,"210 N Bryant Ave",Edmond,OK,25.55
Homeowner,+14055553409,"206 N Bryant Ave",Edmond,OK,25.54
Homeowner,+14055554698,"290 S Yale Ave",Tulsa,OK,25.54
Homeowner,+14055553462,"259 N Bryant Ave",Edmond,OK,25.53
Homeowner,+14055553315,"112 N Bryant Ave",Edmond,OK,25.52
Homeowner,+14055554989,"179 S Sheridan Rd",Tulsa,OK,25.52
Homeowner,+14055555802,"135 NW 10th St","Oklahoma City",OK,25.52
Homeowner,+14055554476,"369 W Robinson St",Norman,OK,25.51
Homeowner,+14055553464,"261 N Bryant Ave",Edmond,OK,25.5
Homeowner,+14055554705,"297 S Yale Ave",Tulsa,OK,25.5
Homeowner,+14055554344,"237 W Robinson St",Norman,OK,25.48
Homeowner,+14055556701,"231 E 1st St",Tulsa,OK,25.48
Homeowner,+14055556703,"233 E 1st St",Tulsa,OK,25.48
Homeowner,+14055553787,"383 E 2nd St",Edmond,OK,25.45
Homeowner,+14055553405,"202 N Bryant Ave",Edmond,OK,25.44
Homeowner,+14055554995,"185 S Sheridan Rd",Tulsa,OK,25.41
Homeowner,+14055553412,"209 N Bryant Ave",Edmond,OK,25.38
Homeowner,+14055553470,"267 N Bryant Ave",Edmond,OK,25.38
Homeowner,+14055553487,"284 N Bryant Ave",Edmond,OK,25.38
Homeowner,+14055554324,"217 W Robinson St",Norman,OK,25.37
Homeowner,+14055554441,"334 W Robinson St",Norman,OK,25.37
Homeowner,+14055553485,"282 N Bryant Ave",Edmond,OK,25.36
Homeowner,+14055553483,"280 N Bryant Ave",Edmond,OK,25.35
Homeowner,+14055554359,"252 W Robinson St",Norman,OK,25.35
Homeowner,+14055554394,"287 W Robinson St",Norman,OK,25.33
Homeowner,+14055554991,"181 S Sheridan Rd",Tulsa,OK,25.32
Homeowner,+14055554993,"183 S Sheridan Rd",Tulsa,OK,25.32
Homeowner,+14055553460,"257 N Bryant Ave",Edmond,OK,25.31
Homeowner,+14055556705,"235 E 1st St",Tulsa,OK,25.31
Homeowner,+14055554696,"288 S Yale Ave",Tulsa,OK,25.28
Homeowner,+14055554997,"187 S Sheridan Rd",Tulsa,OK,25.28
Homeowner,+14055552801,"100 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552802,"101 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552803,"102 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552804,"103 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552805,"104 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552806,"105 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552807,"106 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552808,"107 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552809,"108 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552810,"109 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552811,"110 Avondale Dr","Nichols Hills",OK,25.27
Homeowner,+14055552812,"111 Avondale Dr","Nichols Hills",OK,25.27
